"Plot Title: 2"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10316939, SEN S/N: 10316939)","Intensity, Lux (LGR S/N: 10316939, SEN S/N: 10316939)","Coupler Attached (LGR S/N: 10316939)","Host Connected (LGR S/N: 10316939)","End Of File (LGR S/N: 10316939)"
60,06/11/25 11:00:00  PM,27.468,0.0,,,
61,06/12/25 12:00:00  AM,26.585,0.0,,,
62,06/12/25 01:00:00  AM,25.708,0.0,,,
63,06/12/25 02:00:00  AM,24.641,0.0,,,
64,06/12/25 03:00:00  AM,24.158,0.0,,,
65,06/12/25 04:00:00  AM,23.869,0.0,,,
66,06/12/25 05:00:00  AM,23.581,0.0,,,
67,06/12/25 06:00:00  AM,23.196,32.3,,,
68,06/12/25 07:00:00  AM,21.855,387.5,,,
69,06/12/25 08:00:00  AM,21.473,1184.0,,,
70,06/12/25 09:00:00  AM,21.187,527.4,,,
71,06/12/25 10:00:00  AM,21.282,3100.0,,,
72,06/12/25 11:00:00  AM,24.545,7233.4,,,
73,06/12/25 12:00:00  PM,27.665,6544.5,,,
74,06/12/25 01:00:00  PM,29.452,6544.5,,,
75,06/12/25 02:00:00  PM,30.659,8266.7,,,
76,06/12/25 03:00:00  PM,30.760,6200.0,,,
77,06/12/25 04:00:00  PM,30.457,4477.8,,,
78,06/12/25 05:00:00  PM,29.352,2411.1,,,
79,06/12/25 06:00:00  PM,27.862,2755.6,,,
80,06/12/25 07:00:00  PM,27.468,904.2,,,
81,06/12/25 08:00:00  PM,26.488,376.7,,,
82,06/12/25 09:00:00  PM,25.319,10.8,,,
83,06/12/25 10:00:00  PM,24.351,0.0,,,
84,06/12/25 11:00:00  PM,23.581,0.0,,,
85,06/13/25 12:00:00  AM,23.869,0.0,,,
86,06/13/25 01:00:00  AM,23.966,0.0,,,
87,06/13/25 02:00:00  AM,23.869,0.0,,,
88,06/13/25 03:00:00  AM,23.581,0.0,,,
89,06/13/25 04:00:00  AM,23.581,0.0,,,
90,06/13/25 05:00:00  AM,23.388,0.0,,,
91,06/13/25 06:00:00  AM,23.196,107.6,,,
92,06/13/25 07:00:00  AM,21.760,731.9,,,
93,06/13/25 08:00:00  AM,21.187,2411.1,,,
94,06/13/25 09:00:00  AM,21.855,3961.1,,,
95,06/13/25 10:00:00  AM,23.388,4822.3,,,
96,06/13/25 11:00:00  AM,24.738,6200.0,,,
97,06/13/25 12:00:00  PM,27.272,7577.8,,,
98,06/13/25 01:00:00  PM,28.754,6544.5,,,
99,06/13/25 02:00:00  PM,28.953,4994.5,,,
100,06/13/25 03:00:00  PM,29.752,6200.0,,,
101,06/13/25 04:00:00  PM,29.252,3272.2,,,
102,06/13/25 05:00:00  PM,27.173,699.7,,,
103,06/13/25 06:00:00  PM,25.222,1894.5,,,
104,06/13/25 07:00:00  PM,25.222,904.2,,,
105,06/13/25 08:00:00  PM,24.738,398.3,,,
106,06/13/25 09:00:00  PM,24.255,10.8,,,
107,06/13/25 10:00:00  PM,24.158,0.0,,,
108,06/13/25 11:00:00  PM,23.869,0.0,,,
109,06/14/25 12:00:00  AM,23.581,0.0,,,
110,06/14/25 01:00:00  AM,23.388,0.0,,,
111,06/14/25 02:00:00  AM,23.484,0.0,,,
112,06/14/25 03:00:00  AM,23.388,0.0,,,
113,06/14/25 04:00:00  AM,23.292,0.0,,,
114,06/14/25 05:00:00  AM,23.292,0.0,,,
115,06/14/25 06:00:00  AM,23.100,150.7,,,
116,06/14/25 07:00:00  AM,21.473,495.1,,,
117,06/14/25 08:00:00  AM,21.091,1980.6,,,
118,06/14/25 09:00:00  AM,22.238,3444.5,,,
119,06/14/25 10:00:00  AM,23.869,4133.4,,,
120,06/14/25 11:00:00  AM,25.708,5511.1,,,
121,06/14/25 12:00:00  PM,27.764,6200.0,,,
122,06/14/25 01:00:00  PM,28.953,6544.5,,,
123,06/14/25 02:00:00  PM,29.853,7577.8,,,
124,06/14/25 03:00:00  PM,30.255,5511.1,,,
125,06/14/25 04:00:00  PM,29.752,3788.9,,,
126,06/14/25 05:00:00  PM,29.452,5166.7,,,
127,06/14/25 06:00:00  PM,28.258,1377.8,,,
128,06/14/25 07:00:00  PM,27.665,538.2,,,
129,06/14/25 08:00:00  PM,26.683,129.2,,,
130,06/14/25 09:00:00  PM,25.610,21.5,,,
131,06/14/25 10:00:00  PM,24.545,0.0,,,
132,06/14/25 11:00:00  PM,23.773,0.0,,,
133,06/15/25 12:00:00  AM,23.484,0.0,,,
134,06/15/25 01:00:00  AM,23.581,0.0,,,
135,06/15/25 02:00:00  AM,23.581,0.0,,,
136,06/15/25 03:00:00  AM,23.484,0.0,,,
137,06/15/25 04:00:00  AM,23.388,0.0,,,
138,06/15/25 05:00:00  AM,23.196,0.0,,,
139,06/15/25 06:00:00  AM,23.004,107.6,,,
140,06/15/25 07:00:00  AM,21.569,688.9,,,
141,06/15/25 08:00:00  AM,21.664,1722.2,,,
142,06/15/25 09:00:00  AM,23.100,3788.9,,,
143,06/15/25 10:00:00  AM,25.416,3961.1,,,
144,06/15/25 11:00:00  AM,27.764,5338.9,,,
145,06/15/25 12:00:00  PM,30.457,5511.1,,,
146,06/15/25 01:00:00  PM,31.472,5511.1,,,
147,06/15/25 02:00:00  PM,32.394,6544.5,,,
148,06/15/25 03:00:00  PM,32.188,5166.7,,,
149,06/15/25 04:00:00  PM,31.370,3961.1,,,
150,06/15/25 05:00:00  PM,30.862,4822.3,,,
151,06/15/25 06:00:00  PM,29.452,1550.0,,,
152,06/15/25 07:00:00  PM,28.853,753.5,,,
153,06/15/25 08:00:00  PM,27.961,258.3,,,
154,06/15/25 09:00:00  PM,26.977,32.3,,,
155,06/15/25 10:00:00  PM,26.000,0.0,,,
156,06/15/25 11:00:00  PM,25.028,0.0,,,
157,06/16/25 12:00:00  AM,24.255,0.0,,,
158,06/16/25 01:00:00  AM,23.581,0.0,,,
159,06/16/25 02:00:00  AM,23.100,0.0,,,
160,06/16/25 03:00:00  AM,23.388,0.0,,,
161,06/16/25 04:00:00  AM,23.581,0.0,,,
162,06/16/25 05:00:00  AM,23.388,0.0,,,
163,06/16/25 06:00:00  AM,23.100,193.8,,,
164,06/16/25 07:00:00  AM,21.951,366.0,,,
165,06/16/25 08:00:00  AM,21.855,1377.8,,,
166,06/16/25 09:00:00  AM,23.484,3788.9,,,
167,06/16/25 10:00:00  AM,26.000,4305.6,,,
168,06/16/25 11:00:00  AM,29.452,5166.7,,,
169,06/16/25 12:00:00  PM,31.472,6544.5,,,
170,06/16/25 01:00:00  PM,32.086,4477.8,,,
171,06/16/25 02:00:00  PM,31.778,2927.8,,,
172,06/16/25 03:00:00  PM,30.963,6544.5,,,
173,06/16/25 04:00:00  PM,30.255,2755.6,,,
174,06/16/25 05:00:00  PM,29.853,2066.7,,,
175,06/16/25 06:00:00  PM,29.752,1808.3,,,
176,06/16/25 07:00:00  PM,30.154,742.7,,,
177,06/16/25 08:00:00  PM,29.652,269.1,,,
178,06/16/25 09:00:00  PM,28.555,21.5,,,
179,06/16/25 10:00:00  PM,27.370,0.0,,,
180,06/16/25 11:00:00  PM,26.488,0.0,,,
181,06/17/25 12:00:00  AM,25.805,0.0,,,
182,06/17/25 01:00:00  AM,25.125,0.0,,,
183,06/17/25 02:00:00  AM,24.448,0.0,,,
184,06/17/25 03:00:00  AM,23.869,0.0,,,
185,06/17/25 04:00:00  AM,23.388,0.0,,,
186,06/17/25 05:00:00  AM,23.292,0.0,,,
187,06/17/25 06:00:00  AM,23.966,96.9,,,
188,06/17/25 07:00:00  AM,22.908,462.9,,,
189,06/17/25 08:00:00  AM,23.196,753.5,,,
190,06/17/25 09:00:00  AM,23.869,1463.9,,,
191,06/17/25 10:00:00  AM,24.641,2238.9,,,
192,06/17/25 11:00:00  AM,27.075,2238.9,,,
193,06/17/25 12:00:00  PM,29.352,6544.5,,,
194,06/17/25 01:00:00  PM,29.853,3100.0,,,
195,06/17/25 02:00:00  PM,31.166,3444.5,,,
196,06/17/25 03:00:00  PM,31.778,3616.7,,,
197,06/17/25 04:00:00  PM,31.574,4305.6,,,
198,06/17/25 05:00:00  PM,31.064,5166.7,,,
199,06/17/25 06:00:00  PM,30.154,1324.0,,,
200,06/17/25 07:00:00  PM,30.054,527.4,,,
201,06/17/25 08:00:00  PM,29.352,290.6,,,
202,06/17/25 09:00:00  PM,28.555,21.5,,,
203,06/17/25 10:00:00  PM,27.665,0.0,,,
204,06/17/25 11:00:00  PM,26.781,0.0,,,
205,06/18/25 12:00:00  AM,26.390,0.0,,,
206,06/18/25 01:00:00  AM,25.902,0.0,,,
207,06/18/25 02:00:00  AM,25.708,0.0,,,
208,06/18/25 03:00:00  AM,25.708,0.0,,,
209,06/18/25 04:00:00  AM,25.902,0.0,,,
210,06/18/25 05:00:00  AM,26.097,0.0,,,
211,06/18/25 06:00:00  AM,26.097,64.6,,,
212,06/18/25 07:00:00  AM,24.545,204.5,,,
213,06/18/25 08:00:00  AM,24.062,602.8,,,
214,06/18/25 09:00:00  AM,24.448,1280.9,,,
215,06/18/25 10:00:00  AM,26.585,2152.8,,,
216,06/18/25 11:00:00  AM,27.370,1377.8,,,
217,06/18/25 12:00:00  PM,28.655,3961.1,,,
218,06/18/25 01:00:00  PM,31.676,5511.1,,,
219,06/18/25 02:00:00  PM,29.552,785.8,,,
220,06/18/25 03:00:00  PM,27.370,1550.0,,,
221,06/18/25 04:00:00  PM,25.805,958.0,,,
222,06/18/25 05:00:00  PM,24.641,559.7,,,
223,06/18/25 06:00:00  PM,24.351,1227.1,,,
224,06/18/25 07:00:00  PM,26.195,871.9,,,
225,06/18/25 08:00:00  PM,26.977,333.7,,,
226,06/18/25 09:00:00  PM,26.781,10.8,,,
227,06/18/25 10:00:00  PM,26.292,0.0,,,
228,06/18/25 11:00:00  PM,25.902,0.0,,,
229,06/19/25 12:00:00  AM,25.610,0.0,,,
230,06/19/25 01:00:00  AM,25.416,0.0,,,
231,06/19/25 02:00:00  AM,24.835,0.0,,,
232,06/19/25 03:00:00  AM,24.255,0.0,,,
233,06/19/25 04:00:00  AM,23.966,0.0,,,
234,06/19/25 05:00:00  AM,23.773,0.0,,,
235,06/19/25 06:00:00  AM,23.773,0.0,,,
236,06/19/25 07:00:00  AM,22.046,75.3,,,
237,06/19/25 08:00:00  AM,21.187,796.5,,,
238,06/19/25 09:00:00  AM,20.901,731.9,,,
239,06/19/25 10:00:00  AM,20.996,990.3,,,
240,06/19/25 11:00:00  AM,21.378,1550.0,,,
241,06/19/25 12:00:00  PM,21.664,968.8,,,
242,06/19/25 01:00:00  PM,22.717,1636.1,,,
243,06/19/25 02:00:00  PM,22.717,2411.1,,,
244,06/19/25 03:00:00  PM,23.292,1108.7,,,
245,06/19/25 04:00:00  PM,22.333,1001.0,,,
246,06/19/25 05:00:00  PM,22.621,2152.8,,,
247,06/19/25 06:00:00  PM,22.812,1722.2,,,
248,06/19/25 07:00:00  PM,24.448,1377.8,,,
249,06/19/25 08:00:00  PM,24.641,312.2,,,
250,06/19/25 09:00:00  PM,24.448,21.5,,,
251,06/19/25 10:00:00  PM,24.351,0.0,,,
252,06/19/25 11:00:00  PM,24.255,0.0,,,
253,06/20/25 12:00:00  AM,23.869,0.0,,,
254,06/20/25 01:00:00  AM,23.773,0.0,,,
255,06/20/25 02:00:00  AM,23.773,0.0,,,
256,06/20/25 03:00:00  AM,23.677,0.0,,,
257,06/20/25 04:00:00  AM,23.869,0.0,,,
258,06/20/25 05:00:00  AM,23.966,0.0,,,
259,06/20/25 06:00:00  AM,24.062,86.1,,,
260,06/20/25 07:00:00  AM,22.429,333.7,,,
261,06/20/25 08:00:00  AM,21.855,1377.8,,,
262,06/20/25 09:00:00  AM,22.621,2066.7,,,
263,06/20/25 10:00:00  AM,25.222,3272.2,,,
264,06/20/25 11:00:00  AM,27.764,5511.1,,,
265,06/20/25 12:00:00  PM,29.552,742.7,,,
266,06/20/25 01:00:00  PM,23.581,0.0,,,
267,06/20/25 02:00:00  PM,22.908,0.0,,,
268,06/20/25 03:00:00  PM,22.908,0.0,,,
269,06/20/25 04:00:00  PM,23.004,0.0,,,
270,06/20/25 05:00:00  PM,23.196,0.0,,,
271,06/20/25 06:00:00  PM,23.196,0.0,,,
272,06/20/25 07:00:00  PM,23.196,0.0,,,
273,06/20/25 08:00:00  PM,23.100,0.0,,,
274,06/20/25 09:00:00  PM,23.100,0.0,,,
275,06/20/25 10:00:00  PM,23.100,0.0,,,
276,06/20/25 11:00:00  PM,23.100,0.0,,,
277,06/21/25 12:00:00  AM,23.004,0.0,,,
278,06/21/25 01:00:00  AM,22.908,0.0,,,
279,06/21/25 02:00:00  AM,22.908,0.0,,,
280,06/21/25 03:00:00  AM,22.812,0.0,,,
281,06/21/25 04:00:00  AM,22.717,0.0,,,
282,06/21/25 05:00:00  AM,22.717,0.0,,,
283,06/21/25 06:00:00  AM,22.621,0.0,,,
284,06/21/25 07:00:00  AM,22.621,0.0,,,
285,06/21/25 08:00:00  AM,22.621,0.0,,,
286,06/21/25 09:00:00  AM,22.621,0.0,,,
287,06/21/25 10:00:00  AM,22.621,0.0,,,
288,06/21/25 11:00:00  AM,22.621,0.0,,,
289,06/21/25 12:00:00  PM,22.717,0.0,,,
290,06/21/25 01:00:00  PM,22.717,0.0,,,
291,06/21/25 02:00:00  PM,22.717,0.0,,,
292,06/21/25 03:00:00  PM,22.812,0.0,,,
293,06/21/25 04:00:00  PM,22.812,0.0,,,
294,06/21/25 05:00:00  PM,22.908,0.0,,,
295,06/21/25 06:00:00  PM,22.908,0.0,,,
296,06/21/25 07:00:00  PM,23.004,0.0,,,
297,06/21/25 08:00:00  PM,23.100,0.0,,,
298,06/21/25 09:00:00  PM,23.100,0.0,,,
299,06/21/25 10:00:00  PM,23.100,0.0,,,
300,06/21/25 11:00:00  PM,23.100,0.0,,,
301,06/22/25 12:00:00  AM,23.100,0.0,,,
302,06/22/25 01:00:00  AM,23.100,0.0,,,
303,06/22/25 02:00:00  AM,23.004,0.0,,,
304,06/22/25 03:00:00  AM,23.004,0.0,,,
305,06/22/25 04:00:00  AM,22.908,0.0,,,
306,06/22/25 05:00:00  AM,22.908,0.0,,,
307,06/22/25 06:00:00  AM,22.908,0.0,,,
308,06/22/25 07:00:00  AM,23.004,0.0,,,
309,06/22/25 08:00:00  AM,23.004,0.0,,,
310,06/22/25 09:00:00  AM,23.004,0.0,,,
311,06/22/25 10:00:00  AM,23.100,0.0,,,
312,06/22/25 11:00:00  AM,23.100,0.0,,,
313,06/22/25 12:00:00  PM,23.196,0.0,,,
314,06/22/25 01:00:00  PM,23.292,0.0,,,
315,06/22/25 02:00:00  PM,23.292,0.0,,,
316,06/22/25 03:00:00  PM,23.292,0.0,,,
317,06/22/25 04:00:00  PM,23.388,0.0,,,
318,06/22/25 05:00:00  PM,23.388,0.0,,,
319,06/22/25 06:00:00  PM,23.388,0.0,,,
320,06/22/25 07:00:00  PM,23.388,0.0,,,
321,06/22/25 08:00:00  PM,23.484,0.0,,,
322,06/22/25 09:00:00  PM,23.484,0.0,,,
323,06/22/25 10:00:00  PM,23.388,0.0,,,
324,06/22/25 11:00:00  PM,23.388,0.0,,,
325,06/23/25 12:00:00  AM,23.388,0.0,,,
326,06/23/25 01:00:00  AM,23.196,0.0,,,
327,06/23/25 02:00:00  AM,23.100,0.0,,,
328,06/23/25 03:00:00  AM,23.100,0.0,,,
329,06/23/25 04:00:00  AM,23.004,0.0,,,
330,06/23/25 05:00:00  AM,23.004,0.0,,,
331,06/23/25 06:00:00  AM,22.908,0.0,,,
332,06/23/25 07:00:00  AM,22.908,0.0,,,
333,06/23/25 08:00:00  AM,22.908,0.0,,,
334,06/23/25 09:00:00  AM,22.908,0.0,,,
335,06/23/25 10:00:00  AM,23.004,0.0,,,
336,06/23/25 11:00:00  AM,23.100,0.0,,,
337,06/23/25 12:00:00  PM,23.196,0.0,,,
338,06/23/25 01:00:00  PM,23.388,118.4,,,
339,06/23/25 01:02:50  PM,,,Logged,Logged,Logged
